Date,AAPL,AMZN,BAC,CVX,GOOGL,GS,JNJ,JPM,KO,META,MSFT,NFLX,NVDA,PEP,PFE,TSLA,UNH,V,WMT,XOM
2023-04-26,-6.115751516944101e-05,0.023224398457013073,-0.013966751421757628,-0.017971985844225102,-0.0013489588457700208,-0.008638575605179,-0.015619693942348079,-0.017882470763180613,-0.00470957409971362,0.008874056066693115,0.06993145446391047,-0.00434984012490558,0.026882877227190072,-0.006186726183619484,-0.017958533288518375,-0.04402465397224642,-0.018402970858793388,-0.006291784388872124,-0.00436387194845933,-0.00922547348851488
2023-04-27,0.027999580832142712,0.04507277127081366,0.015698896444128252,0.005826952157740983,0.0367290515972547,0.014863873373295533,0.0023341052882681623,0.013368474542160946,0.002043528314690235,0.13037463322463871,0.031525125590090575,0.014528768713737428,0.009966381730704299,0.0060810834133473435,0.002843627447735919,0.04103271926745489,0.01545089109133535,0.0037623839752756183,0.0031096028078501092,0.011882487404655251
2023-04-28,0.0075129958002939645,-0.040605781087401205,0.013409229310039184,0.009716000837212135,-0.002326240323677453,0.005372049772137011,0.004285377427665438,0.008645707659842294,0.007353608753787988,0.007350436829127283,0.007940342319794347,0.012443386990689476,0.0190273974426467,0.0063062471542139065,0.0038644744094584738,0.025394246651119445,0.0032975765857408135,0.016113384497769445,-0.0027121635233586794,0.012841873200485132
2023-05-01,-0.0005306410656267246,-0.03277395882406431,-0.008230510775564692,-0.007980596333920786,-0.0013050707814219464,-0.008391658710756644,-0.0006113212477485419,0.021186259725313406,0.0023355023075986026,0.011830444217861391,-0.005548044311299627,-0.01776673268359108,0.04098781912608107,0.004129977832010745,0.008194440549551096,-0.015208459761727688,0.007309304146849271,-0.0009457317533803078,0.004098509367119085,-0.03150348248199464
2023-05-02,-0.006210820194023192,0.01536391753200217,-0.03077165422936634,-0.04400616799013157,-0.01769302792739591,-0.021367720582394334,0.008703136908078335,-0.016279377877564727,-0.004520310566026531,-0.016334595499857052,-0.0004910745109425463,-0.020478519168301013,-0.024511029539649787,0.0029694476235269107,-0.0038326419905918563,-0.009436987371174155,-0.004670992711575117,-0.024071382968135602,-0.002708401038992836,-0.04066916471712645
2023-05-03,-0.0064882991466417295,0.00019301691085349404,-0.010710652186058489,-0.02026127946381706,0.0008543356187971085,-0.014259588974793402,-0.0131751114155918,-0.021390196349526214,-0.0056399831880122875,-0.009280528426749868,-0.0033121981962622726,0.005495849457789248,-0.014568679707928744,-0.0003643408387326019,-0.015740124872191785,0.001869644402714421,-0.008038025441009289,-0.004415631349464988,-0.0037110486748019866,-0.01990638660804045
2023-05-04,-0.009962666736097248,0.003371045538128392,-0.03172555163148916,-0.0038968945255488663,-0.006854033918284763,-0.02274250970444669,-0.004553601615264746,-0.013773209525441032,0.0010992120626314161,-0.014918841242982595,0.0033121981962622726,0.00462439304153861,-0.00866982192212884,0.0062248803241704564,-0.005738263583576764,0.003666741266012963,-0.004423038886248065,-0.0016827998254251852,0.0027950865609418507,-0.017666452671822874
2023-05-05,0.04585904609267999,0.015835527254170145,0.02632674799425061,0.025219985606222295,0.008370720990381386,0.0177704010182147,0.0033866060808458442,0.019346841159744166,0.004696908134489419,-0.0031741210872286985,0.017011530194449342,0.006153540916995048,0.03976189720987078,0.004591611016227404,0.0067779909689780204,0.05350549046047259,0.014263170461777719,0.027025109571488848,0.008602635873912412,0.0245914228166626
2023-05-08,-0.00040337601827999947,0.0016076240119398122,-0.0007218491799076965,-0.003940122891358477,0.020624967751293966,-0.0015607410535389832,-0.0022770216599905524,0.0024102986757963407,-0.0015631861093421406,0.0021030038404772355,-0.006458738596538893,0.025843523221069642,0.016289252211437955,-0.004747028023944999,0.004665382522742512,0.010121459955025891,-0.0033639648021193125,0.0019396715274595522,0.006239908276177708,0.003948866254704697
2023-05-09,-0.010021025831016495,0.007437086747608568,-0.0010839007911935816,-0.0028866198707735435,-0.0039047324148882012,-0.005343502915171605,-0.007793174265782632,-0.004826600589327157,-0.008326107405693506,0.0004284264292584439,-0.005360262196566268,0.0028040214534010843,-0.020097127724042707,0.004077800335331894,-0.004925420955013138,-0.015486902413259784,-0.004557466594878434,0.004425403818627771,0.0017010744757084417,0.00027480782499544887
2023-05-10,0.010366697474678332,0.032935033500926636,-0.012368409783714007,-0.012839836895495615,0.04016968836091017,-0.006858968243514063,0.003718458396652302,0.0005128538061196508,0.0017338581988566304,-0.001243338547479489,0.01714875961182205,0.009826884533099989,0.010930422855497834,0.0006692276886131054,-0.004688890049194594,-0.0036127886345127536,-0.0006324200147824754,-0.008567860112535186,-0.002814917776651882,-0.012910620174149123
2023-05-11,0.0010941213690545126,0.017898556144585243,0.002558939948261063,-0.0055534059485946585,0.04222769974625251,-0.005689529540577887,-0.00409117985354257,-0.0031555281963076,0.00565320248499912,0.011559725773599538,-0.007069323895180446,0.027465100790152075,-0.010685433797440247,0.005492826907558701,-0.008214891271497216,0.020786425091438687,-0.002676608296209082,0.0008228786487665118,0.0037296541670914785,-0.01826474657664523
2023-05-12,-0.00543200450145509,-0.017263494264582846,-0.011013344267039482,0.0025569198533226256,0.008031504406373458,-0.003811220459472686,-0.0013052569810536596,-0.014436736934069216,0.003907085713049874,-0.008432699171123659,-0.0036828547259437627,-0.014226584072181137,-0.008362810741463278,0.003985034866839321,-0.006139293465079909,-0.024114596337054373,0.005040868378411112,0.001600301736451648,-0.00032668914107736313,-9.457469550788744e-05
2023-05-15,-0.002901872472522271,0.00848912183659678,0.020461078615159778,0.00369643329983127,-0.008546292733572436,0.008011573460239951,-0.007679480039033848,0.008391213903259143,-0.002655023546202173,0.021368731689453746,0.001584469282571277,-0.01183824285563162,0.021399571338136525,-0.009477861774398022,-0.00509985115515299,-0.009750860107846648,-0.008935937122140913,0.0061614089926642635,-0.007804659416609461,0.0019051046542442052
2023-05-16,0.0,0.019591050376757124,-0.010543513524182035,-0.023753139714540517,0.025423090848701868,-0.003920005138227545,-0.0013171496872068644,-0.0067521019190692755,-0.011324673045089106,-0.00016740991341457345,0.007340798725929076,-0.006391536592371239,0.008940034629259408,-0.004333305508514407,-0.004044930630479726,0.001021408828827397,-0.014774011623410743,-0.010101979828200491,-0.01392322625202036,-0.024568789134032265
2023-05-17,0.0035968450532868346,0.018349125212473893,0.04327509993409251,0.014229607806275801,0.011067192378869883,0.028788966962973284,-0.0021990771442013113,0.030284424234922724,-0.0011077124265534977,0.015250318836441679,0.009407071370657327,0.018435706338848945,0.03249933646418235,-0.00710800377842169,-0.007049886588239129,0.04313493317739159,0.010554401103937572,0.009414310216128818,-0.001670362059291275,0.022186840678083186
2023-05-18,0.01357337387646318,0.022684486585829333,-0.0035063442045006887,-0.0012327555112907618,0.01633391808165019,-0.0018189037841356281,-0.0032130578079776484,0.007555149381857085,-0.005557773323768167,0.01782044798227389,0.014292358663914762,0.08815555592985369,0.04850922360751131,-0.00260647272795822,-0.00737421044415143,0.0172776858434478,-0.011576253264794722,0.004075327728718214,0.012890480520916459,0.009022327832843402
